# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416688504;0.00;23.82;185564.04;0.00;15384.49;0.00;0.00;0.00;0.00
axle;60;1416688564;0.00;37.02;129709.82;0.00;6132.58;0.00;0.00;0.00;0.00
axle;60;1416688624;0.00;12.74;79628.87;0.00;12126.69;0.00;0.00;0.00;0.00
axle;60;1416688684;0.00;28.75;133276.92;0.00;10910.79;0.00;0.00;0.00;0.00
axle;60;1416688744;0.00;26.47;135879.51;0.00;11458.91;0.00;0.00;0.00;0.00
axle;60;1416688804;0.00;25.34;110370.09;0.00;5724.86;0.00;0.00;0.00;0.00
axle;60;1416688864;0.00;27.15;122671.94;0.00;6389.84;0.00;0.00;0.00;0.00
axle;60;1416688924;0.00;14.47;41750.28;0.00;7111.69;0.00;0.00;0.00;0.00
axle;60;1416688984;0.00;16.43;61519.35;0.00;5918.93;0.00;0.00;0.00;0.00
axle;60;1416689044;0.00;11.87;107170.14;0.00;1693.70;0.00;0.00;0.00;0.00
